"","title","male_vs_female","male_rating","genre","popular","budget","young","critics","reviews","male_vote_prop","male_votes","duration","year","male_gt_female","total_votes","comedy","drama"
"6121","The Last Sin Eater",-1.3,5.3,"Drama",1273,2200000,0.0554435483870968,18,33,0.56459874786568,992,117,2007,0,1757,"no","no"
"6131","Day on Fire",-0.0999999999999996,4.9,"Drama",-345,2e+06,0.117647058823529,3,4,0.733812949640288,102,91,2006,0,139,"no","no"
"6134","The Hammer",0.3,7.2,"Comedy",5358,850000,0.0321381722780936,33,26,0.782951044162958,4574,88,2007,1,5842,"no","no"
"6135","Sette anime",-0.2,7.6,"Drama",281826,5.5e+07,0.246930583765186,210,689,0.660971981155467,186599,123,2008,0,282310,"no","no"
"6136","Spring Breakdown",-0.7,4.6,"Comedy",3952,1.2e+07,0.115831517792302,26,18,0.62082957619477,2754,84,2009,0,4436,"no","no"
"6137","Il segreto di David",-0.3,5.5,"Crime",30334,2e+07,0.232899195256247,126,157,0.612888571613992,18888,101,2009,0,30818,"no","no"
"6143","Davanti agli occhi",-0.5,6.2,"Drama",13021,1.3e+07,0.0841109383100052,78,82,0.571343946686412,7716,90,2007,0,13505,"no","no"
"6144","Irene in Time",1.2,4.9,"Comedy",-286,2e+06,0.0620689655172414,18,3,0.732323232323232,145,95,2009,1,198,"no","no"
"6146","Lei è troppo per me",0.5,6.5,"Comedy",124278,2e+07,0.271641544204508,184,169,0.678507879001619,84652,104,2010,1,124762,"no","no"
"6147","Sydney White - Biancaneve al college",-0.4,6,"Comedy",44992,16500000,0.248753738783649,71,57,0.308778256662855,14042,108,2007,0,45476,"no","no"
"6154","Il primo amore non si scorda mai",-0.2,7.6,"Comedy",79332,1.4e+07,0.317350418518136,78,175,0.484965420467074,38708,90,2010,0,79816,"no","no"
"6155","Appuntamento con l'amore",-0.300000000000001,5.6,"Comedy",111744,5.2e+07,0.252763252332616,192,243,0.434517232776134,48765,125,2010,0,112228,"no","no"
"6156","Drillbit Taylor",0,5.7,"Action",57063,4e+07,0.244952830188679,144,112,0.736789059377552,42400,110,2008,0,57547,"no","no"
"6157","The Power of Few",-0.2,5.1,"Action",2935,4e+06,0.0935222672064777,28,34,0.722433460076046,2470,96,2013,0,3419,"no","no"
"6160","The Alphabet Killer",-0.0999999999999996,5.2,"Crime",7358,2e+06,0.0715367146101438,37,47,0.673807702116807,5284,98,2008,0,7842,"no","no"
"6167","Confessions",-0.2,3.4,"Crime",-346,975000,0.0697674418604651,1,4,0.623188405797101,86,96,2006,0,138,"no","no"
"6168","La rivolta delle ex",0.0999999999999996,5.8,"Comedy",82027,37500000,0.225097176040837,153,129,0.517579474251918,42706,115,2009,1,82511,"no","no"
"6170","Home",0.100000000000001,5.7,"Drama",-309,5e+05,0.104347826086957,8,1,0.657142857142857,115,84,2008,1,175,"no","no"
"6175","Io & Marley",-0.3,7,"Comedy",143707,6e+07,0.262791541995819,184,347,0.553966613727625,79877,111,2008,0,144191,"no","no"
"6176","Priest",-0.3,5.7,"Action",112913,6e+07,0.20841367010508,202,274,0.731800664920589,82984,87,2011,0,113397,"no","no"
"6178","Shooter",0,7.2,"Action",304945,6.1e+07,0.243666316189014,203,377,0.750455916104888,229211,124,2007,0,305429,"no","no"
"6181","The Sex Movie",-0.100000000000001,4.8,"Drama",323,15000,0.0831826401446655,3,7,0.685254027261462,553,84,2006,0,807,"no","no"
"6183","Non è mai troppo tardi",-0.0999999999999996,7.4,"Comedy",226341,4.5e+07,0.247676347455173,203,368,0.669749807120026,151916,97,2007,0,226825,"no","no"
"6201","Watercolors",-0.100000000000001,6.3,"Drama",945,1200000,0.103117505995204,11,18,0.583624912526242,834,114,2008,0,1429,"no","no"
"6217","Suxbad: Tre menti sopra il pelo",0.5,7.6,"Comedy",510970,2e+07,0.275539356853164,268,660,0.685048899803306,350371,113,2007,1,511454,"no","no"
"6219","The Seduction of Dr. Fugazzi",-0.6,2.8,"Thriller",-62,2e+06,0.0380952380952381,3,22,0.746445497630332,315,96,2009,0,422,"no","no"
"6223","Waking Madison",-1.1,5.3,"Drama",929,3500000,0.140105078809107,5,54,0.40410474168436,571,89,2010,0,1413,"no","no"
"6226","The Spirit",-0.2,4.8,"Action",58531,6e+07,0.136966319043783,233,317,0.778293654155723,45931,103,2008,0,59015,"no","no"
"6230","I Do & I Don't",0.5,5.1,"Comedy",-273,5e+05,0.05,2,3,0.663507109004739,140,84,2007,1,211,"no","no"
"6247","Electric Slide",-0.3,4.7,"Action",306,3e+06,0.0956678700361011,17,9,0.70126582278481,554,95,2014,0,790,"no","no"
"6252","House",-0.2,4.6,"Horror",5035,2500000,0.0998226501140106,49,76,0.715165790904149,3947,88,2008,0,5519,"no","no"
"6255","La pantera rosa 2",-0.2,5.6,"Action",41234,7e+07,0.2928017868625,128,121,0.708303370247855,29549,92,2009,0,41718,"no","no"
"6258","After.Life",0,5.9,"Drama",35369,4500000,0.133963654223969,141,158,0.681449251108694,24432,104,2009,0,35853,"no","no"
"6259","Fratellastri a 40 anni",0.300000000000001,6.9,"Comedy",262618,6.5e+07,0.269164534951765,186,352,0.681990254730105,179433,98,2008,1,263102,"no","no"
"6261","Lake Dead",0.3,4.2,"Horror",3065,2500000,0.091982091982092,27,41,0.692307692307692,2457,90,2007,1,3549,"no","no"
"6262","Semi-Pro",0.5,5.8,"Comedy",76965,5.5e+07,0.199713122956835,165,131,0.774135237382019,59956,91,2008,1,77449,"no","no"
"6265","The Town",0.3,7.6,"Crime",344492,3.7e+07,0.250678349461876,394,510,0.731792936320208,252451,125,2010,1,344976,"no","no"
"6266","Racing Daylight",-0.3,4.8,"Drama",-258,550000,0.043859649122807,1,8,0.504424778761062,114,83,2007,0,226,"no","no"
"6271","Walk Hard - La storia di Dewey Cox",0.399999999999999,6.8,"Comedy",65792,3.5e+07,0.156173014013974,169,228,0.747208642645905,49522,96,2007,1,66276,"no","no"
"6280","The Brothers Bloom",-0.2,6.8,"Action",47969,2e+07,0.143494626920041,184,126,0.679875343116009,32942,114,2008,0,48453,"no","no"
"6281","The Collector",-0.199999999999999,6.4,"Action",56352,6e+06,0.236814413674512,156,234,0.685533816595116,38963,90,2009,0,56836,"no","no"
"6283","College",0.0999999999999996,4.6,"Comedy",11524,7e+06,0.224206349206349,42,83,0.79746835443038,9576,94,2008,1,12008,"no","no"
"6290","One Night",1,4.9,"Drama",-350,1e+06,0.0823529411764706,3,1,0.634328358208955,85,97,2007,1,134,"no","no"
"6297","The Avengers",-0.199999999999999,8,"Action",1240736,2.2e+08,0.334400967619275,755,1934,0.620801308390132,770551,143,2012,0,1241220,"no","no"
"6301","American Cowslip",-0.6,5,"Comedy",12,3e+06,0.0700808625336927,9,10,0.747983870967742,371,107,2009,0,496,"no","no"
"6305","La coniglietta di casa",-0.4,5.3,"Comedy",77731,2.5e+07,0.222477656661673,132,149,0.494968995716934,38714,97,2008,0,78215,"no","no"
"6311","Showdown at Area 51",-0.8,3.3,"Action",354,3e+06,0.0867579908675799,4,21,0.784009546539379,657,96,2007,0,838,"no","no"
"6312","L'ospite inatteso",0,7.6,"Drama",40711,4e+06,0.09494767482154,233,170,0.700521907998544,28858,104,2007,0,41195,"no","no"
"6318","Super Troopers 2",-0.2,6,"Comedy",22772,13500000,0.164212488350419,93,207,0.692079463364293,16095,100,2018,0,23256,"no","no"
"6320","Ladrón que roba a ladrón",-0.800000000000001,6.6,"Action",1331,1200000,0.0838272650296359,26,15,0.65068870523416,1181,98,2007,0,1815,"no","no"
"6327","Sunshine Cleaning",-0.100000000000001,6.8,"Comedy",68430,8e+06,0.121142799044278,203,143,0.57088545143222,39342,91,2008,0,68914,"no","no"
"6341","Mamma ho perso il lavoro",-0.100000000000001,4.6,"Comedy",2228,8e+06,0.0928571428571429,19,12,0.619469026548673,1680,92,2008,0,2712,"no","no"
"6349","Baby Mama",-0.3,5.9,"Comedy",41220,3e+07,0.142236952665484,147,110,0.513667753692691,21422,99,2008,0,41704,"no","no"
"6354","My Soul to Take - Il cacciatore di anime",-0.5,4.7,"Horror",18814,2.5e+07,0.198300283286119,164,146,0.658513835630635,12708,107,2010,0,19298,"no","no"
"6357","Red State",0.100000000000001,6.2,"Action",60893,4e+06,0.147659493750922,288,306,0.773042018997344,47447,88,2011,1,61377,"no","no"
"6358","Elsewhere",-0.5,5.3,"Crime",2574,5e+05,0.125070422535211,22,15,0.580444735120994,1775,106,2009,0,3058,"no","no"
"6363","Lake City",-0.6,5.7,"Crime",333,4e+06,0.0534351145038168,19,16,0.641370869033048,524,93,2008,0,817,"no","no"
"6370","Please Give",0.0999999999999996,6.6,"Comedy",10444,3e+06,0.0823466092572659,135,54,0.6800878477306,7432,87,2010,1,10928,"no","no"
"6372","The Ministers - Giustizia violenta",-0.5,4.5,"Crime",799,7e+06,0.0641148325358852,5,13,0.814497272018706,1045,89,2009,0,1283,"no","no"
"6373","Nella rete del serial killer",-0.3,6.2,"Crime",46328,3.5e+07,0.1220474813208,196,267,0.709048961804665,33192,101,2008,0,46812,"no","no"
"6375","A proposito di Steve",-0.3,4.7,"Comedy",38772,1.5e+07,0.178588620390873,129,164,0.529192989606684,20774,99,2009,0,39256,"no","no"
"6380","The Golden Boys",-0.6,5.9,"Comedy",6,8e+06,0.0356164383561644,13,6,0.744897959183674,365,97,2008,0,490,"no","no"
"6383","El camino",-0.899999999999999,5.7,"Drama",-368,6e+05,0.051948051948052,7,1,0.663793103448276,77,91,2008,0,116,"no","no"
"6386","Within",-0.4,5.3,"Drama",-155,1e+06,0.112582781456954,5,12,0.458966565349544,151,95,2009,0,329,"no","no"
"6388","The Mist",0.3,7.2,"Horror",275444,1.8e+07,0.210390698973969,362,1195,0.700432721579543,193269,126,2007,1,275928,"no","no"
"6389","Un testimone in affitto",-0.100000000000001,6.6,"Comedy",69436,2.3e+07,0.312717994335073,125,127,0.610969679633867,42719,101,2015,0,69920,"no","no"
"6394","Blonde Ambition - Una bionda a NY",-0.1,3.9,"Comedy",5165,1e+07,0.12394451145959,21,38,0.587006549831829,3316,93,2007,0,5649,"no","no"
"6396","The Hurt Locker",0.0999999999999996,7.6,"Drama",413741,1.5e+07,0.24815541798782,410,977,0.719500271591526,298035,131,2008,1,414225,"no","no"
"6401","Due cuori e una provetta",-0.2,6,"Comedy",95034,1.9e+07,0.236660068535428,186,139,0.49187587679809,46983,101,2010,0,95518,"no","no"
"6404","Leoni per agnelli",0,6.2,"Crime",46356,3.5e+07,0.0800151909088253,230,308,0.730807002561913,34231,92,2007,0,46840,"no","no"
"6405","Goodbye Baby",0,5.9,"Drama",-361,725000,0.0352941176470588,3,3,0.691056910569106,85,87,2007,0,123,"no","no"
"6419","Kiss the Bride",0.899999999999999,5.8,"Comedy",1025,5e+05,0.0848670756646217,9,11,0.648111332007952,978,100,2007,1,1509,"no","no"
"6423","Kill Theory",-0.0999999999999996,5.4,"Horror",6278,6e+06,0.16637856525497,31,40,0.68441289559302,4628,85,2009,0,6762,"no","no"
"6424","L'amore impossibile di Fisher Willow",-0.5,5.6,"Drama",1918,6500000,0.0966084275436793,34,17,0.405079100749376,973,102,2008,0,2402,"no","no"
"6430","The Echo",-0.100000000000001,5.6,"Drama",4927,5e+06,0.125895316804408,43,37,0.670855664387359,3630,90,2008,0,5411,"no","no"
"6431","Il nome del mio assassino",-0.3,3.5,"Crime",25248,1.2e+07,0.129639555138684,145,281,0.58005596144878,14926,106,2007,0,25732,"no","no"
"6432","The Road",0,7.2,"Drama",219239,2.5e+07,0.217485308792549,370,572,0.738848459196352,162342,111,2009,0,219723,"no","no"
"6436","Boogeyman 2 - Il ritorno dell'uomo nero",-0.2,5,"Drama",7201,4500000,0.186845168800931,52,57,0.670657124268055,5154,93,2007,0,7685,"no","no"
"6437","Bride Wars - La mia migliore nemica",-0.8,5,"Comedy",98364,3e+07,0.225422015256886,159,145,0.33021406604079,32641,89,2009,0,98848,"no","no"
"6451","Why Did I Get Married?",-1.8,5.1,"Comedy",11490,1.5e+07,0.120545454545455,42,104,0.459328545181226,5500,113,2007,0,11974,"no","no"
"6453","Il re del supermarket",-0.5,4.4,"Comedy",256,1600000,0.0611205432937182,4,3,0.795945945945946,589,94,2007,0,740,"no","no"
"6460","Natale con i tuoi",-0.2,5.1,"Comedy",5288,5e+06,0.161423841059603,44,41,0.627858627858628,3624,88,2014,0,5772,"no","no"
"6463","Strafumati",0.0999999999999996,7,"Action",310487,2.7e+07,0.281249857181377,230,429,0.703631528341871,218809,111,2008,1,310971,"no","no"
"6466","Blindato",-0.2,5.7,"Action",28966,2e+07,0.14168914712596,114,118,0.818166383701188,24095,88,2009,0,29450,"no","no"
"6475","Familiar Strangers",-0.6,5.5,"Comedy",-36,1e+06,0.0608974358974359,4,13,0.696428571428571,312,86,2008,0,448,"no","no"
"6476","Unthinkable",0.0999999999999996,7.1,"Crime",82510,1.5e+07,0.161815535746771,60,297,0.794804443694725,65964,97,2010,1,82994,"no","no"
"6482","Victim",-0.0999999999999996,5.9,"Horror",3679,1e+06,0.105036447978794,12,17,0.724957963007447,3018,90,2010,0,4163,"no","no"
"6485","Il dubbio",0.0999999999999996,7.5,"Drama",119354,2e+07,0.168407038061922,297,402,0.639296383450992,76612,104,2008,1,119838,"no","no"
"6488","Tooth and Nail",-0.3,4.7,"Drama",3176,4200000,0.0627333831217326,47,53,0.731693989071038,2678,94,2007,0,3660,"no","no"
"6501","The Double Born",0.399999999999999,4.6,"Drama",-320,750000,0.0530973451327434,1,7,0.689024390243902,113,94,2008,1,164,"no","no"
"6504","The Penthouse",0.3,3.6,"Comedy",894,3e+06,0.132444444444444,2,8,0.816400580551524,1125,89,2010,1,1378,"no","no"
"6505","Precious",-0.3,7.2,"Drama",103674,1e+07,0.198897113127964,332,314,0.584986270857735,60931,110,2009,0,104158,"no","no"
"6518","This Christmas",-1.1,5.8,"Comedy",7618,1.3e+07,0.160828432625927,36,34,0.482720315971365,3911,117,2007,0,8102,"no","no"
"6519","L'ultimo dominatore dell'aria",-0.5,4.1,"Action",149189,1.5e+08,0.302380904380783,291,1577,0.66281827717758,99206,103,2010,0,149673,"no","no"
"6528","Searchers 2.0",1.1,5.8,"Comedy",-172,172000,0.0378151260504202,13,8,0.762820512820513,238,96,2007,1,312,"no","no"
"6532","Salt",-0.0999999999999996,6.4,"Action",290870,1.1e+08,0.246456450546733,341,587,0.680193167075104,198177,100,2010,0,291354,"no","no"
"6537","Il cigno nero",0,8,"Drama",685669,1.3e+07,0.268084020793025,698,1283,0.576987931263144,395902,108,2010,0,686153,"no","no"
"6538","La terrazza sul lago",0,6.1,"Crime",47649,2e+07,0.145090540996513,157,138,0.738869382751958,35564,110,2008,0,48133,"no","no"
"6539","The Amazing Spider-Man",-0.399999999999999,6.9,"Action",549549,2.3e+08,0.337876465470815,626,1339,0.658296865824414,362085,136,2012,0,550033,"no","no"
"6544","3 donne al verde",-0.399999999999999,5.7,"Comedy",19734,2.2e+07,0.153665943600868,95,61,0.570036601048571,11525,104,2008,0,20218,"no","no"
"6545","The New Daughter",0.0999999999999996,5.3,"Horror",13548,1.5e+07,0.105579211704335,70,102,0.652722348916762,9159,108,2009,1,14032,"no","no"
"6547","The Yellow Handkerchief",0,6.7,"Drama",7625,15500000,0.145277777777778,59,45,0.443951165371809,3600,102,2008,0,8109,"no","no"
"6550","Reach Me - La strada per il successo",-0.3,4.9,"Comedy",2022,5e+06,0.10989010989011,32,23,0.726256983240223,1820,95,2014,0,2506,"no","no"
"6551","Nine Dead",-0.0999999999999996,5.4,"Crime",11753,2e+06,0.229957805907173,25,85,0.65849472910027,8058,98,2009,0,12237,"no","no"
"6553","The Black Waters of Echo's Pond",0,4.4,"Fantasy",620,5e+06,0.0975308641975309,55,27,0.733695652173913,810,89,2009,0,1104,"no","no"
"6555","L'inverno dei sogni infranti",-0.0999999999999996,4.7,"Crime",222,1e+06,0.0437375745526839,14,7,0.712464589235127,503,92,2009,0,706,"no","no"
"6556","Zohan - Tutte le donne vengono al pettine",0.6,5.6,"Comedy",187347,9e+07,0.26177948391113,205,426,0.718401115896737,134938,113,2008,1,187831,"no","no"
"6558","Racconti incantati",-0.2,6,"Comedy",86329,8e+07,0.266983417179057,149,133,0.618225380991326,53670,99,2008,0,86813,"no","no"
"6559","The Canyon",-0.3,5.8,"Thriller",3562,1e+07,0.107933265236636,17,36,0.725902125556105,2937,102,2009,0,4046,"no","no"
"6565","Un segreto tra di noi",0,6.5,"Drama",11838,8e+06,0.105068862700554,70,57,0.571579289076449,7043,120,2008,0,12322,"no","no"
"6567","Cabin Fever 2 - Il contagio",0.2,4.3,"Horror",12185,5e+06,0.177680377612947,99,104,0.702344304996448,8898,86,2009,1,12669,"no","no"
"6568","High School Musical 3: Senior Year",-1.3,4.1,"Comedy",56278,1.1e+07,0.385822577340709,131,189,0.429953137662521,24405,112,2008,0,56762,"no","no"
"6569","Repo! The Genetic Opera",-1.1,6.3,"Horror",22769,8500000,0.172817548540092,139,283,0.580312217778351,13494,98,2008,0,23253,"no","no"
"6570","L'apprendista stregone",-0.300000000000001,6.1,"Action",150347,1.5e+08,0.269191472639749,241,260,0.67486126857211,101790,109,2010,0,150831,"no","no"
"6573","Pathology",0,6,"Crime",30472,8e+06,0.153060737630612,78,127,0.677057759400439,20959,95,2008,0,30956,"no","no"
"6575","The Merry Gentleman",-0.5,6.4,"Crime",2384,5e+06,0.0486111111111111,59,32,0.702928870292887,2016,110,2008,0,2868,"no","no"
"6576","The Conspirator",-0.199999999999999,6.9,"Crime",26924,2.5e+07,0.117322834645669,203,152,0.695052539404553,19050,122,2010,0,27408,"no","no"
"6582","Vi presento i nostri",-0.199999999999999,5.4,"Comedy",104333,1e+08,0.25421594703186,182,168,0.674356259003788,70684,98,2010,0,104817,"no","no"
"6583","The Chosen One",-0.0999999999999996,4.5,"Comedy",1960,7500000,0.118461538461538,6,33,0.797872340425532,1950,101,2010,0,2444,"no","no"
"6585","A Perfect Getaway - Una perfetta via di fuga",-0.2,6.5,"Drama",66140,1.4e+07,0.16951935830228,104,254,0.712941282420749,47499,98,2009,0,66624,"no","no"
"6593","Lezioni d'amore",-0.0999999999999996,6.7,"Drama",21211,1.3e+07,0.0657144918127389,139,117,0.638995160175156,13863,112,2008,0,21695,"no","no"
"6595","17 again - Ritorno al liceo",-0.2,6.3,"Comedy",175748,2e+07,0.350530431203987,194,225,0.496368423441827,87476,102,2009,0,176232,"no","no"
"6602","Bandslam - High School Band",0.4,6.4,"Comedy",13168,2e+07,0.243718592964824,78,44,0.524758277175505,7164,111,2009,1,13652,"no","no"
"6604","Daddy Sitter",-0.4,5.3,"Comedy",35432,3.5e+07,0.227391636817322,124,129,0.691808664661989,24847,88,2009,0,35916,"no","no"
"6605","Surfer, Dude",0.2,4.7,"Comedy",7784,6e+06,0.135711958292603,20,42,0.742380261248186,6138,85,2008,1,8268,"no","no"
"6611","Lottery Ticket",-0.399999999999999,4.9,"Comedy",9873,1.7e+07,0.294585500152952,62,29,0.631263879501786,6538,99,2010,0,10357,"no","no"
"6613","Four",-0.3,5.8,"Drama",-41,2e+05,0.103975535168196,16,4,0.738148984198646,327,75,2012,0,443,"no","no"
"6614","Un soffio per la felicità",-0.199999999999999,6.9,"Drama",2240,2500000,0.0934131736526946,14,25,0.613069016152717,1670,100,2009,0,2724,"no","no"
"6616","Midnight Movie",0,5.1,"Fantasy",3372,1e+06,0.126568662603084,42,67,0.723288381742739,2789,82,2008,0,3856,"no","no"
"6617","Nick & Norah - Tutto accadde in una notte",-0.100000000000001,6.6,"Comedy",87103,1e+07,0.225111084424162,169,157,0.570427118179639,49962,90,2008,0,87587,"no","no"
"6619","Fantasy Island",-0.4,4.8,"Action",26339,7e+06,0.220550386062166,154,635,0.564925623532043,15153,109,2020,0,26823,"no","no"
"6620","Multiple Sarcasms",0.2,5,"Drama",137,2500000,0.0536130536130536,18,13,0.690821256038647,429,97,2010,1,621,"no","no"
"6624","Machete",0.199999999999999,6.6,"Action",187920,10500000,0.191768245692804,412,409,0.792058555020063,149227,105,2010,1,188404,"no","no"
"6625","Il profumo del successo",-0.100000000000001,5.3,"Comedy",614,9600000,0.0806642941874259,3,12,0.76775956284153,843,96,2009,0,1098,"no","no"
"6626","Il mondo dei replicanti",0,6.3,"Action",166888,8e+07,0.161169876916601,274,273,0.766478263986808,128287,89,2009,0,167372,"no","no"
"6630","Traitor",0,7,"Action",54483,2.2e+07,0.105171870072532,139,139,0.807648225298816,44394,114,2008,0,54967,"no","no"
"6632","27 volte in bianco",-0.600000000000001,5.8,"Comedy",151159,3e+07,0.194402678374531,180,173,0.328937042923181,49881,111,2008,0,151643,"no","no"
"6635","Dear John",-0.4,6.1,"Drama",135773,2.5e+07,0.347551829706795,166,230,0.357185318919395,48669,108,2010,0,136257,"no","no"
"6640","The Green Hornet",0.0999999999999996,5.8,"Action",153279,1.2e+08,0.246175566670397,453,480,0.755454823332011,116161,119,2011,1,153763,"no","no"
"6646","Adventure Scouts",-5.6,3.8,"Action",1117,5e+05,0.0766871165644172,1,17,0.203622735790131,326,83,2010,0,1601,"no","no"
"6650","The Extendables",-2.4,3.4,"Comedy",-293,5e+05,0.0909090909090909,2,6,0.74869109947644,143,88,2014,0,191,"no","no"
"6656","The Experiment",-0.3,6.4,"Drama",50603,21800000,0.242427604571175,55,133,0.705698122810108,36052,96,2010,0,51087,"no","no"
"6657","Straw Dogs",-0.100000000000001,5.8,"Action",31887,2.5e+07,0.153494891038973,195,151,0.68326588613265,22118,110,2011,0,32371,"no","no"
"6665","Sex and the City",-1.7,4.8,"Comedy",113984,6.5e+07,0.135629361592143,232,495,0.405598071076633,46428,145,2008,0,114468,"no","no"
"6673","The Young Messiah",-0.8,5.5,"Drama",2620,18500000,0.135986733001658,39,40,0.582796391752577,1809,111,2016,0,3104,"no","no"
"6676","Countdown",-0.3,5.3,"Horror",21162,6500000,0.279439953329444,120,312,0.554328744340756,11999,90,2019,0,21646,"no","no"
"6680","Il giorno sbagliato",0.100000000000001,6.2,"Action",4236,3.3e+07,0.257898603967671,119,159,0.576694915254237,2722,90,2020,1,4720,"no","no"
"6683","Oltre i binari",-0.8,4.8,"Drama",194,3e+06,0.0874704491725768,10,18,0.623893805309734,423,92,2008,0,678,"no","no"
"6685","Zack & Miri - Amore a... primo sesso",0.199999999999999,6.6,"Comedy",170286,2.4e+07,0.191691062580588,250,262,0.722099900450899,123313,101,2008,1,170770,"no","no"
"6686","iMurders",0.0999999999999996,3.8,"Crime",675,1005000,0.0769230769230769,15,41,0.572044866264021,663,94,2008,1,1159,"no","no"
"6703","Redbelt",0.100000000000001,6.7,"Drama",19686,7e+06,0.0571670804820444,162,122,0.818691125433813,16513,99,2008,1,20170,"no","no"
"6705","Innocenti bugie",0,6.3,"Action",176867,1.17e+08,0.235348852394789,297,405,0.690810877863671,122516,109,2010,0,177351,"no","no"
"6706","Dylan Dog - Il film",-0.6,5,"Action",14015,2e+07,0.136977491961415,140,76,0.750741430443479,10885,108,2010,0,14499,"no","no"
"6716","The Sisterhood of Night",-0.8,5.8,"Drama",1500,1e+06,0.191117092866756,24,22,0.374495967741935,743,104,2014,0,1984,"no","no"
"6728","All'ultimo voto",-0.300000000000001,6.1,"Comedy",19672,2.8e+07,0.1366198367965,135,74,0.589749950386982,11887,107,2015,0,20156,"no","no"
"6729","4 amiche e un paio di jeans 2",-0.800000000000001,5.6,"Comedy",26171,2.7e+07,0.159358638743455,75,36,0.229300318889514,6112,119,2008,0,26655,"no","no"
"6730","The Assassination - Al centro del complotto",0.5,6.3,"Comedy",14890,11500000,0.134717650037984,32,46,0.77058670482633,11847,93,2008,1,15374,"no","no"
"6741","(500) giorni insieme",0.2,7.7,"Comedy",463967,7500000,0.310168772014365,352,613,0.562980809601013,261477,95,2009,1,464451,"no","no"
"6744","Never Back Down - Mai arrendersi",-0.100000000000001,6.6,"Action",94148,2e+07,0.371665093934975,140,190,0.739094598021811,69942,113,2008,0,94632,"no","no"
"6745","Of Boys and Men",-1.5,5.5,"Drama",-319,650000,0.0945945945945946,3,2,0.448484848484848,74,90,2008,0,165,"no","no"
"6749","Step Up 2 - La strada per il successo",-0.5,6,"Drama",78396,17500000,0.347435759595742,99,114,0.471653144016227,37204,98,2008,0,78880,"no","no"
"6754","Soffocare",-0.0999999999999996,6.4,"Comedy",30764,3e+06,0.0981968281555507,152,81,0.736527137736815,23015,92,2008,0,31248,"no","no"
"6768","Wall Street - Il denaro non dorme mai",0,6.2,"Drama",96467,7e+07,0.179137982639928,302,260,0.758135553011315,73502,133,2010,0,96951,"no","no"
"6769","Stiletto",-0.399999999999999,4.9,"Action",2027,4e+06,0.0730307772561294,16,28,0.763440860215054,1917,99,2008,0,2511,"no","no"
"6772","Swing Vote - Un uomo da 300 milioni di voti",0,6.1,"Comedy",16973,2.1e+07,0.118310081185465,131,84,0.726757174772298,12687,120,2008,0,17457,"no","no"
"6775","Love N' Dancing",-0.3,5.3,"Drama",1211,1e+07,0.086322869955157,8,18,0.526253687315634,892,91,2009,0,1695,"no","no"
"6784","Force of Nature",0.100000000000001,4.4,"Action",3125,2.3e+07,0.113125739061884,33,100,0.70296481019673,2537,91,2020,1,3609,"no","no"
"6790","The Rocker - Il batterista nudo",0.100000000000001,6.2,"Comedy",35920,1.5e+07,0.20640897847676,128,113,0.744066586089441,27087,102,2008,1,36404,"no","no"
"6800","Paradiso amaro",0.0999999999999996,7.3,"Comedy",229617,2e+07,0.216214610183816,561,492,0.658215305452823,151456,115,2011,1,230101,"no","no"
"6801","Notte brava a Las Vegas",-0.2,6,"Comedy",162687,3.5e+07,0.257768946920238,149,169,0.539771160316478,88075,99,2008,0,163171,"no","no"
"6802","Gamer",-0.3,5.8,"Action",128248,5e+07,0.237715734993917,187,264,0.753456793959544,96994,95,2009,0,128732,"no","no"
"6804","Defiance - I giorni del coraggio",-0.2,7.2,"Action",135529,3.2e+07,0.211294336370591,125,266,0.759287715144876,103273,137,2008,0,136013,"no","no"
"6806","Sfida senza regole",-0.2,6,"Crime",83272,6e+07,0.133262162574348,193,273,0.782869286976455,65570,101,2008,0,83756,"no","no"
"6811","Codice Genesi",0.100000000000001,6.9,"Action",287843,8e+07,0.23000361161533,326,656,0.739441675597499,213201,118,2010,1,288327,"no","no"
"6817","Legion",-0.399999999999999,5.2,"Action",97296,2.6e+07,0.198841753915499,230,371,0.716976886888934,70106,100,2010,0,97780,"no","no"
"6820","Il cacciatore di ex",-0.3,5.5,"Action",119038,4e+07,0.266574769887501,167,150,0.564473486052777,67467,110,2010,0,119522,"no","no"
"6829","Ricatto d'amore",-0.6,6.5,"Comedy",288971,4e+07,0.265437774350457,234,330,0.465923891451175,134864,108,2009,0,289455,"no","no"
"6838","A Beautiful Life",0,4.5,"Drama",-121,5e+06,0.0975609756097561,12,4,0.677685950413223,246,81,2008,0,363,"no","no"
"6843","The Haunting of Molly Hartley",-0.4,3.8,"Drama",8831,5e+06,0.140272413092092,75,129,0.528073000536769,4919,82,2008,0,9315,"no","no"
"6844","Il lato positivo - Silver Linings Playbook",0.100000000000001,7.7,"Comedy",650638,2.1e+07,0.306216198780737,473,850,0.571364506190852,372028,122,2012,1,651122,"no","no"
"6846","Anno uno",0.2,4.9,"Comedy",90202,6e+07,0.227715929748652,173,247,0.733972167699535,66561,97,2009,1,90686,"no","no"
"6849","Un gioco per tre",-0.5,4.6,"Comedy",263,1e+06,0.0904872389791183,4,9,0.576974564926372,431,90,2007,0,747,"no","no"
"6853","Camp Hell",0.1,3.5,"Drama",1590,3e+06,0.0980528511821975,20,41,0.693346190935391,1438,99,2010,1,2074,"no","no"
"6856","Parental Guidance",-0.6,5.9,"Comedy",24098,2.5e+07,0.192053461175274,140,124,0.560043934586283,13767,105,2012,0,24582,"no","no"
